Session ID,Class Name,Grade Range,Instructor,Day of Week,Time,Start Date,End Date,Number of Classes,Location,Cost,Program Overview,Detail URL
554489,Tenacious Tennis Academy: Tuesday,Grades Kindergarten - 8th,Unknown,Tuesday,3:30 PM - 5:15 PM,1/13/2026,6/9/2026,20,CAIS K - 8th,"$1,580.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Tuesday: (20 classes) Jan. 13, 20, 27; Feb. 3, 10, 24; Mar. 3, 10, 17, 24, 31; Apr. 14, 21, 28; May 5, 12, 19, 26; Jun. 2, 9.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554489&campCode=cis
553292,Super Moverz Sports Adventures: G2 - G5,Grades 2nd - 5th,Wyatt Cameron,Wednesday,3:30 PM - 4:30 PM,1/14/2026,6/10/2026,20,CAIS K - 8th,$800.00,"Wednesday: (20 classes) Jan. 14, 21, 28; Feb. 4, 11, 25; Mar. 4, 11, 18, 25; Apr. 1, 15, 22, 29; May 6, 13, 20, 27; Jun. 3, 10. Super Moverz is a dynamic, new-age sports program that gets kids moving, laughing and growing as they unleash imagination and experience amazing sports adventures! With story-based multi-level missions, up-beat music, and our exclusive zaberplay equipment, kids get to power up and reach for the next level of ultimate FUN! with more than 20 years of this special program, Super Moverz has developed a refined curriculum, that focuses on teaching all the fundamental movement and motor skills along with important character building concepts related to teamwork, communication, will power, leadership and much more. Kids are motivated to earn higher levels of the core powers (Safety, Unity, Energy, and Reaction) on their personalized players cards that are provided at the end of each season in trading packs with all their Super Moverz teammates.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553292&campCode=cis
554508,Tenacious Tennis Academy: Wednesday,Grades Kindergarten - 8th,Unknown,Wednesday,3:30 PM - 5:15 PM,1/14/2026,6/10/2026,20,CAIS K - 8th,"$1,580.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Wednesday: (20 classes) Jan. 14, 21, 28; Feb. 4, 11, 25; Mar. 4, 11, 18, 25; Apr. 1, 15, 22, 29; May 6, 13, 20, 27; Jun. 3, 10.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554508&campCode=cis
554330,Strength & Conditioning: G1 - G5,Grades 1st - 5th,Coach Sky,Monday,3:30 PM - 4:30 PM,1/12/2026,6/8/2026,18,CAIS K - 8th,$850.00,"Monday: (18 classes) Jan. 12, 26; Feb. 2, 9, 23; Mar. 2, 9, 16, 23, 30; Apr. 13, 20, 27; May 4, 11, 18; Jun. 1, 8. This after-school training class is designed to help young athletes build a strong athletic foundation through fun, challenging, and age-appropriate workouts. Students will develop footwork, speed, coordination, and beginner strength using dynamic drills, agility ladders, resistance bands, and body-weight movements. Each session emphasizes proper movement mechanics, balance, and explosive quickness to improve performance in all sports. Athletes will learn how to move efficiently, build endurance, and gain confidence in their athletic abilities — all while training in a supportive, team-oriented environment. Perfect for beginners or multi-sport athletes looking to get faster, stronger, and more confident!",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554330&campCode=cis
553949,Kung Fu Just In Case: G1 - G5 [S26],Grades 1st - 5th,Victor Chung / Frederick Wong,Thursday,4:30 PM - 5:30 PM,1/15/2026,6/4/2026,17,CAIS K - 8th,$715.00,"Thursday: (17 classes) Jan. 15, 22, 29; Feb. 5, 26; Mar. 5, 12, 19, 26; Apr. 16, 23, 30; May 7, 14, 21, 28; Jun. 4. Kung Fu classes ground kids with their center and centerline. We challenge kids to throw punches, kicks, and play forms. We also meditate by adding one minute per month (e.g., we are currently in November, so up to7 minutes). The goal is to have fun while learning how to maintain good posture and balance on a rocking balance tool.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553949&campCode=cis
554510,Tenacious Tennis Academy: Thursday,Grades Kindergarten - 8th,Unknown,Thursday,3:30 PM - 5:15 PM,1/15/2026,6/4/2026,17,CAIS K - 8th,"$1,345.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Thursday: (17 classes) Jan. 15, 22, 29; Feb. 5, 26; Mar. 5, 12, 19, 26; Apr. 16, 23, 30; May 7, 14, 21, 28; Jun. 4.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554510&campCode=cis
559783,Badminton: G3 - G5,Grades Kindergarten - 5th,Bonic Zhang Laoshi,Friday,3:30 PM - 4:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,$630.00,"In our after-school badminton program, students will develop strong fundamental skills and confidence on the court. They will learn proper forehand and backhand grips, practice clears, drops, smashes, net shots, and build consistent stroke technique. Students will also improve their footwork, including movement to all corners of the court, split-step timing, and recovery. As they progress, they will begin learning basic game tactics, single/doubles formations, and how to plan rallies. In addition, the class will cover essential rules, scoring, and court etiquette. Throughout the program, students are encouraged to show good sportsmanship, communicate positively, and practice with purpose. Location: CAIS K - 8th",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=559783&campCode=cis
559953,Badminton: G3 - G8,Grades 3rd - 8th,Bonic Zhang Laoshi,Friday,4:30 PM - 5:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,$630.00,"In our after-school badminton program, students will develop strong fundamental skills and confidence on the court. They will learn proper forehand and backhand grips, practice clears, drops, smashes, net shots, and build consistent stroke technique. Students will also improve their footwork, including movement to all corners of the court, split-step timing, and recovery. As they progress, they will begin learning basic game tactics, single/doubles formations, and how to plan rallies. In addition, the class will cover essential rules, scoring, and court etiquette. Throughout the program, students are encouraged to show good sportsmanship, communicate positively, and practice with purpose. Location: CAIS K - 8th",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=559953&campCode=cis
553952,Kung Fu Just In Case: K - G5 [S26],Grades Kindergarten - 5th,Victor Chung / Frederick Wong,Friday,3:30 PM - 4:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,$588.00,"Friday: (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5. Kung Fu classes ground kids with their center and centerline. We challenge kids to throw punches, kicks, and play forms. We also meditate by adding one minute per month (e.g., we are currently in November, so up to7 minutes). The goal is to have fun while learning how to maintain good posture and balance on a rocking balance tool.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553952&campCode=cis
553290,Pickleball Academy: 3:30 [S26],Grades 3rd - 8th,"GGP, Jonas Satuito",Friday,3:30 PM - 4:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,$600.00,"Friday: (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5. For grades 3 and up. Learn how to play pickleball from a 5.4 DUPR ranked Senior Pro. You will learn the skills and strategies to play tournaments, and someday compete at the college club level. All abilities welcome and courts will be arranged based to experience.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553290&campCode=cis
553291,Pickleball Academy: 4:30 [S26],Grades 3rd - 8th,"GGP, Jonas Satuito",Friday,4:30 PM - 5:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,$600.00,"Friday: (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5. For grades 3 and up. Learn how to play pickleball from a 5.4 DUPR ranked Senior Pro. You will learn the skills and strategies to play tournaments, and someday compete at the college club level. All abilities welcome and courts will be arranged based to experience.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553291&campCode=cis
554757,Tenacious Tennis Academy: Friday,Grades Kindergarten - 8th,Unknown,Friday,3:30 PM - 5:15 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,"$1,105.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Friday: (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554757&campCode=cis
